timestamp,co2[ppm],heartbeat[undefined],humidity[%],particulate[undefined],pm10p0[ug/m^3],pm1p0[ug/m^3],pm2p5[ug/m^3],pressure[Pa],temperature[°F]
2023-08-12T16:42:11-04:00,423.4,---,57.93,---,1.9,1.2,1.9,97082.2,75.9
2023-08-12T17:00:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T17:18:12-04:00,419.2,---,58.95,---,1.8,1.1,1.7,97089.6,76.2
2023-08-12T17:36:12-04:00,422.4,---,59.01,---,1.5,0.8,1.5,97096.7,76.4
2023-08-12T17:53:12-04:00,421.8,---,59.06,---,1.4,0.7,1.4,97130.3,76.5
2023-08-12T18:11:12-04:00,---,---,57.34,---,1.1,0.5,1,---,76.5
2023-08-12T18:27:12-04:00,422.9,---,55.73,---,1.2,0.3,1,97159.7,76.4
2023-08-12T18:44:13-04:00,420.3,---,55.14,---,1.5,0.7,1.1,97147.5,76.2
2023-08-12T19:01:22-04:00,421,---,55.17,---,1.2,0.7,1.1,97169.6,---
2023-08-12T19:20:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T19:37:14-04:00,424.7,---,55.82,---,1.3,0.7,1.3,97202,75.9
2023-08-12T19:54:14-04:00,424.4,---,56.2,---,1.5,0.9,1.5,97199,75.8
2023-08-12T20:12:14-04:00,427.1,---,58.07,---,1.7,0.8,1.5,97177,75.8
2023-08-12T20:30:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T20:49:16-04:00,426.8,---,58.98,---,2.1,1.3,2,97173.6,76.2
2023-08-12T21:07:23-04:00,426.8,---,58.94,---,1.4,0.9,1.4,97156,76.3
2023-08-12T21:24:17-04:00,427.2,---,58.88,---,1.2,0.8,1,97156.6,76.5
2023-08-12T21:43:18-04:00,427.2,---,58.75,---,2,1,2,97161,76.5
2023-08-12T22:01:17-04:00,428.8,---,58.56,---,2,1.2,2,97164.2,76.7
2023-08-12T22:20:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T22:38:18-04:00,430.1,---,58.16,---,1.5,1,1.5,97209.1,76.8
2023-08-12T22:56:18-04:00,---,---,---,---,---,---,---,---,76.9
2023-08-12T23:11:19-04:00,435.5,---,57.78,---,1,0.5,1,97211.1,76.9
2023-08-12T23:30:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T23:48:20-04:00,444.1,---,57.65,---,1.8,1,1.8,97216.2,77
2023-08-13T00:05:21-04:00,450.1,---,57.5,---,1.5,0.6,1.5,97240,77
2023-08-13T00:22:21-04:00,451.8,---,57.38,---,0.8,0.5,0.8,97216.8,77.1
2023-08-13T00:41:22-04:00,457.3,---,57.43,---,0.8,0.5,0.8,97188,77
2023-08-13T00:59:22-04:00,459.8,---,57.34,---,1.6,0.9,1.5,97202.5,77.1
2023-08-13T01:17:23-04:00,461.7,---,57.37,---,1.6,1.1,1.6,97196.2,77.1
2023-08-13T01:34:22-04:00,459.2,---,57.29,---,1.3,0.5,1.1,97198.6,77.1
2023-08-13T01:51:22-04:00,459.7,---,57.31,---,1.2,0.6,1,97190.1,77.2
